correct_tick;navigate_1_153_sent;navigate_1_153_received;navigate_1_153_mssg_json;navigate_2_154_sent;navigate_2_154_received;navigate_2_154_mssg_json;navigate_3_155_sent;navigate_3_155_received;navigate_3_155_mssg_json;navigate_4_156_sent;navigate_4_156_received;navigate_4_156_mssg_json;navigate_5_157_sent;navigate_5_157_received;navigate_5_157_mssg_json;human_158_sent;human_158_received;human_158_mssg_json;human2_159_sent;human2_159_received;human2_159_mssg_json;world_nr;tick_nr
20;;;;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 20;;;;;Hello, my name is (human agent) human and I sent this message at tick 20;;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 20"", ""from_id"": ""human_158"", ""to_id"": ""navigate_4_156"", ""message_id"": ""74568e4a90b8b328da4bba8f765183d2"", ""chat_mssg_count"": 0}";;;;2;21
21;;;;;;;;;;;;;;;;;;;;;;2;22
22;;;;;;;;;;;;;;;;;;;;;;2;23
23;;;;;;;;;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 23;Hello, my name is (human agent) human and I sent this message at tick 23;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 23"", ""from_id"": ""human_158"", ""to_id"": ""human_158"", ""message_id"": ""93f9febdcbdcb341f0ddff13aa7d24ae"", ""chat_mssg_count"": 0}";;;;2;24
24;;;;;;;;;;;;;;;;;;;;;;2;25
25;;;;;;;;;;;;;;;;;;;;;;2;26
26;;;;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 26;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 26;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 26"", ""from_id"": ""human2_159"", ""to_id"": ""navigate_5_157"", ""message_id"": ""132e8b25c6e2b733f416b9e3d810cbdb"", ""chat_mssg_count"": 0}";2;27
27;;;;;;;;;;;;;;;;;;;;;;2;28
28;;;;;;;;;;;;;;;;;;;;;;2;29
29;;;;;;;;;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 29;;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 29"", ""from_id"": ""human_158"", ""to_id"": ""human2_159"", ""message_id"": ""fda6766adff0db7582a71b53d18dfe41"", ""chat_mssg_count"": 0}";;Hello, my name is (human agent) human and I sent this message at tick 29;;2;30
30;;;;;;;;;;;;;;;;;;;;;;2;31
31;;;;;;;;;;;;;;;;;;;;;;2;32
32;;;;;;;;;;;;;;;;;;;;;;2;33
33;;;;;;;;;;;;;;;;;;;;;;2;34
34;;;;;;;;;;;;;;;;;;;;;;2;35
35;;;;;;;;;;;;;;;;;;;;;;2;36
36;;;;;;;;;;;;;;;;;;;;;;2;37
37;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 37;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 37;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 37"", ""from_id"": ""human2_159"", ""to_id"": ""navigate_4_156"", ""message_id"": ""64e61268da0683f2226e059c6120e516"", ""chat_mssg_count"": 0}";2;38
38;;;;;;;;;;;;;;;;;;;;;;2;39
39;;;;;;;;;;;;;;;;;;;;;;2;40
40;;Hello, my name is (human agent) human2 and I sent this message at tick 40;;;;;;;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 40;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 40"", ""from_id"": ""human2_159"", ""to_id"": ""navigate_1_153"", ""message_id"": ""ae8299e2ccd44e4deba90fce20fc2ca8"", ""chat_mssg_count"": 0}";2;41
41;;;;;;;;;;;;;;;;;;;;;;2;42
42;;;;;;;;;;;;;;;;;;;;;;2;43
43;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 43;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 43;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 43"", ""from_id"": ""human2_159"", ""to_id"": ""navigate_4_156"", ""message_id"": ""91cdf29354bdbd518ab0cc7782249ec5"", ""chat_mssg_count"": 1}";2;44
44;;;;;;;;;;;;;;;;;;;;;;2;45
45;;;;;;;;;;;;;;;;;;;;;;2;46
46;;;;;;;;;;;;;;;;;;;;;;2;47
47;;;;;;;;;;;;;;;;;;;;;;2;48
48;;;;;;;;;;;;;;;;;;;;;;2;49
49;;;;;;;;;;;;;;;;;;;;;;2;50
50;;;;;;;;;;;;;;;;;;;;;;2;51
51;;;;;;;;;;;;;;;;;;;;;;2;52
52;;;;;;;;;;;;;;;;;;;;;;2;53
53;;;;;;;;;;;;;;;;;;;;;;2;54
54;;;;;;;;;;;;;;;;;;;;;;2;55
55;;;;;;;;;;;;;;;;;;;;;;2;56
56;;;;;;;;;;;;;;;;;;;;;;2;57
57;;;;;;;;;;;;;;;;;;;;;;2;58
58;;;;;;;;;;;;;;;;;;;;;;2;59
59;;;;;;;;;;;;;;;;;;;;;;2;60
60;;;;;asdas;;;;;;;;;;;;;;asdas;;"{""content"": ""asdas"", ""from_id"": ""human2_159"", ""to_id"": ""navigate_2_154"", ""message_id"": ""aa25215c7997dd85cd94898ddb98ac63"", ""chat_mssg_count"": 2}";2;61
61;;;;;;;;;;;;;;;;;;;;;;2;62
62;;;;;;;;;;;;;;;;;;;;;;2;63
63;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 63;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 63;;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 63"", ""from_id"": ""human_158"", ""to_id"": ""navigate_3_155"", ""message_id"": ""d705f5c3b1ace6fb960bf7fb2288530d"", ""chat_mssg_count"": 1}";;;;2;64
64;;;;;;;;;;;;;;;;;;;;;;2;65
65;;;;;;;;;;;;;;;;;;;;;;2;66
66;;;;;;;;;;;;;;;;;;;;;;2;67
67;;;;;;;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 67;;Hello, my name is (human agent) human and I sent this message at tick 67;;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 67"", ""from_id"": ""human_158"", ""to_id"": ""navigate_5_157"", ""message_id"": ""94aac2abda67ba53f6a82aa0569cf27"", ""chat_mssg_count"": 0}";;;;2;68
68;;;;;;;;;;;;;;;;;;;;;;2;69
69;;;;;;;;;;;;;;;;;;;;;;2;70
70;;;;;;;;;;;;;;;;;;;;;;2;71
71;;;;;;;;;;;;;;;;;;;;;;2;72
72;;;;;;;;;;;;;;;;;;;;;;2;73
73;;;;;;;;;;;;;;;;;;;;;;2;74
74;;;;;;;;;;;;;;;;;;;;;;2;75
75;;;;;;;;;;;;;;;;;;;;;;2;76
76;;;;;;;;;;;;;;;;;;;;;;2;77
77;;;;;;;;;;;;;;;;;;;;;;2;78
78;;;;;;;;;;;;;;;;;;;;;;2;79
79;;;;;;;;;;;;;;;;;;;;;;2;80
