correct_tick;navigate_1_73_sent;navigate_1_73_received;navigate_1_73_mssg_json;navigate_2_74_sent;navigate_2_74_received;navigate_2_74_mssg_json;navigate_3_75_sent;navigate_3_75_received;navigate_3_75_mssg_json;navigate_4_76_sent;navigate_4_76_received;navigate_4_76_mssg_json;navigate_5_77_sent;navigate_5_77_received;navigate_5_77_mssg_json;human_78_sent;human_78_received;human_78_mssg_json;human2_79_sent;human2_79_received;human2_79_mssg_json;world_nr;tick_nr
9;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 9;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 9;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 9"", ""from_id"": ""human2_79"", ""to_id"": ""navigate_3_75"", ""message_id"": ""89be58dfdd70d04533f09cb704123160"", ""chat_mssg_count"": 0}";1;10
10;;;;;;;;;;;;;;;;;;;;;;1;11
11;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 11;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 11;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 11"", ""from_id"": ""human2_79"", ""to_id"": ""navigate_3_75"", ""message_id"": ""1d7246fca1619de80c96e05ee73dbbd5"", ""chat_mssg_count"": 1}";1;12
12;;;;;;;;;;;;;;;;;;;;;;1;13
13;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 13;;;;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 13;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 13"", ""from_id"": ""human2_79"", ""to_id"": ""navigate_2_74"", ""message_id"": ""dbb099a885d95a2bfaf95e77e5329ece"", ""chat_mssg_count"": 1}";1;14
14;;;;;;;;;;;;;;;;;;;;;;1;15
15;;;;;;;;;;;;;;;;;;;;;;1;16
16;;;;;;;;;;;;;;;;;;;;;;1;17
17;;;;;;;;;;;;;;;;;;;;;;1;18
18;;;;;;;;;;;;;;;;;;;;;;1;19
19;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 19;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 19;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 19"", ""from_id"": ""human2_79"", ""to_id"": ""navigate_3_75"", ""message_id"": ""8257ec16dff607c8cd08dfd7daa9ee93"", ""chat_mssg_count"": 2}";1;20
20;;;;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 20;;;;;Hello, my name is (human agent) human and I sent this message at tick 20;;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 20"", ""from_id"": ""human_78"", ""to_id"": ""navigate_4_76"", ""message_id"": ""2187bc6d9712274fac8badaf7bedd65a"", ""chat_mssg_count"": 0}";;;;1;21
21;;;;;;;;;;;;;;;;;;;;;;1;22
22;;;;;;;;;;;;;;;;;;;;;;1;23
23;;;;;;;;;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 23;Hello, my name is (human agent) human and I sent this message at tick 23;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 23"", ""from_id"": ""human_78"", ""to_id"": ""human_78"", ""message_id"": ""57e3677933d35328c6dcdde140dc5c53"", ""chat_mssg_count"": 0}";;;;1;24
24;;;;;;;;;;;;;;;;;;;;;;1;25
25;;;;;;;;;;;;;;;;;;;;;;1;26
26;;;;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 26;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 26;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 26"", ""from_id"": ""human2_79"", ""to_id"": ""navigate_5_77"", ""message_id"": ""cf528de3aa66c7cdfb3ada94a67c614d"", ""chat_mssg_count"": 0}";1;27
27;;;;;;;;;;;;;;;;;;;;;;1;28
28;;;;;;;;;;;;;;;;;;;;;;1;29
29;;;;;;;;;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 29;;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 29"", ""from_id"": ""human_78"", ""to_id"": ""human2_79"", ""message_id"": ""414a49f6d59477c779aca0f0311633eb"", ""chat_mssg_count"": 0}";;Hello, my name is (human agent) human and I sent this message at tick 29;;1;30
30;;;;;;;;;;;;;;;;;;;;;;1;31
31;;;;;;;;;;;;;;;;;;;;;;1;32
32;;;;;;;;;;;;;;;;;;;;;;1;33
33;;;;;;;;;;;;;;;;;;;;;;1;34
34;;;;;;;;;;;;;;;;;;;;;;1;35
35;;;;;;;;;;;;;;;;;;;;;;1;36
36;;;;;;;;;;;;;;;;;;;;;;1;37
37;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 37;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 37;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 37"", ""from_id"": ""human2_79"", ""to_id"": ""navigate_4_76"", ""message_id"": ""c9eb9834eed6ae026b8b97091e96034c"", ""chat_mssg_count"": 0}";1;38
38;;;;;;;;;;;;;;;;;;;;;;1;39
39;;;;;;;;;;;;;;;;;;;;;;1;40
40;;Hello, my name is (human agent) human2 and I sent this message at tick 40;;;;;;;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 40;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 40"", ""from_id"": ""human2_79"", ""to_id"": ""navigate_1_73"", ""message_id"": ""4e89d45f343bcde4933cb8117d6248b5"", ""chat_mssg_count"": 0}";1;41
41;;;;;;;;;;;;;;;;;;;;;;1;42
42;;;;;;;;;;;;;;;;;;;;;;1;43
43;;;;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 43;;;;;;;;Hello, my name is (human agent) human2 and I sent this message at tick 43;;"{""content"": ""Hello, my name is (human agent) human2 and I sent this message at tick 43"", ""from_id"": ""human2_79"", ""to_id"": ""navigate_4_76"", ""message_id"": ""ce79e5d381121ade367d549bc228dd2f"", ""chat_mssg_count"": 1}";1;44
44;;;;;;;;;;;;;;;;;;;;;;1;45
45;;;;;;;;;;;;;;;;;;;;;;1;46
46;;;;;;;;;;;;;;;;;;;;;;1;47
47;;;;;;;;;;;;;;;;;;;;;;1;48
48;;;;;;;;;;;;;;;;;;;;;;1;49
49;;;;;;;;;;;;;;;;;;;;;;1;50
50;;;;;;;;;;;;;;;;;;;;;;1;51
51;;;;;;;;;;;;;;;;;;;;;;1;52
52;;;;;;;;;;;;;;;;;;;;;;1;53
53;;;;;;;;;;;;;;;;;;;;;;1;54
54;;;;;;;;;;;;;;;;;;;;;;1;55
55;;;;;;;;;;;;;;;;;;;;;;1;56
56;;;;;;;;;;;;;;;;;;;;;;1;57
57;;;;;;;;;;;;;;;;;;;;;;1;58
58;;;;;;;;;;;;;;;;;;;;;;1;59
59;;;;;;;;;;;;;;;;;;;;;;1;60
60;;;;;;;;;;;;;;;;;;;;;;1;61
61;;;;;;;;;;;;;;;;;;;;;;1;62
62;;;;;;;;;;;;;;;;;;;;;;1;63
63;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 63;;;;;;;;Hello, my name is (human agent) human and I sent this message at tick 63;;"{""content"": ""Hello, my name is (human agent) human and I sent this message at tick 63"", ""from_id"": ""human_78"", ""to_id"": ""navigate_3_75"", ""message_id"": ""577b2af4c39e6ef6fc8d4dbf8c842244"", ""chat_mssg_count"": 1}";;;;1;64
64;;;;;;;;;;;;;;;;;;;;;;1;65
65;;;;;;;;;;;;;;;;;;;;;;1;66
66;;;;;;;;;;;;;;;;;;;;;;1;67
